84,193
284,218
298,116
197,213
264,123
55,129
202,148
122,39
282,28
93,241
246,191
145,288
151,182
4,20
43,240
117,226
278,143
143,98
116,81
190,30
35,7
169,7
61,145
260,125
179,137
232,292
97,247
199,115
298,237
193,184
28,233
162,233
127,126
223,63
40,207
153,264
148,69
234,109
293,158
46,287
186,181
104,228
259,22
204,86
103,183
248,272
69,41
297,134
234,194
165,94
299,94
186,37
63,83
137,32
82,96
54,263
248,128
168,19
67,202
26,164
32,244
24,240
212,211
84,291
58,153
244,243
219,70
205,23
64,47
142,232
236,10
135,107
134,228
34,290
202,17
4,298
79,212
299,215
111,15
28,246
29,211
256,253
222,111
96,121
162,66
281,17
207,217
228,11
286,132
78,103
144,277
82,73
290,251
29,67
14,167
268,83
99,162
92,123
23,252
213,4
223,197
115,106
294,257
86,228
59,211
133,160
224,278
225,243
98,202
82,194
196,216
163,39
268,204
100,248
92,244
107,107
286,109
31,148
285,293
79,45
237,253
89,89
164,3
230,214
249,227
150,105
47,92
282,224
25,190
118,152
6,60
31,4
104,74
231,178
243,3
255,14
293,269
87,21
127,57
198,117
159,46
278,146
3,27
148,265
172,244
293,125
225,256
97,70
61,233
268,217
1,102
88,107
132,293
52,184
53,149
100,81
44,180
224,147
156,12
222,186
168,215
255,220
155,282
27,276
93,221
180,226
202,128
240,240
246,171
52,40
53,5
6,73
184,196
203,209
278,123
36,181
149,238
15,158
210,68
282,93
154,173
59,201
228,122
66,60
65,244
200,60
226,198
197,134
134,231
248,216
113,28
53,126
152,248
240,132
287,64
252,106
170,153
17,60
2,160
163,114
162,298
8,11
274,210
254,152
199,216
240,217
220,10
164,258
91,274
138,206
104,64
75,37
209,266
106,253
294,224
27,109
227,134
187,98
141,131
53,247
259,123
265,17
210,81
76,230
96,245
3,17
29,155
242,299
254,273
60,142
280,182
112,189
31,115
9,213
237,220
22,295
189,143
290,195
193,262
174,20
5,62
90,286
166,16
225,102
37,131
238,41
122,238
143,32
202,118
114,234
255,210
106,230
220,252
59,155
4,219
44,26
292,277
104,77
296,247
48,145
52,295
60,119
294,57
265,259
145,114
185,150
4,75
2,294
111,201
143,153
289,207
155,164
1,69
241,167
107,87
221,109
79,254
287,54
116,172
217,75
82,30
62,201
281,239
122,215
209,220
18,274
188,197
125,257
294,178
166,29
266,116
23,209
98,123
177,38
150,170
47,157
141,121
44,268
294,34
30,104
124,297
171,229
131,156
264,191
271,87
129,3
195,177
169,39
86,270
260,157
247,224
178,124
203,297
77,221
223,275
130,84
35,75
153,296
48,14
208,3
249,4
40,10
268,17
79,267
174,10
254,119
6,17
261,158
166,6
251,230
158,2
83,237
217,88
257,273
50,60
29,37
229,62
215,127
161,156
276,143
107,185
52,20
258,125
243,225
284,263
116,270
251,86
190,219
124,274
41,276
29,122
136,19
189,254
157,42
205,235
39,86
266,214
217,209
237,187
298,17
150,39
195,190
297,58
113,237
261,135
234,118
59,37
254,96
251,207
131,25
58,41
262,216
7,255
14,114
61,46
80,59
186,226
38,99
272,266
70,131
238,273
145,45
224,189
190,196
270,76
101,118
201,242
1,180
235,118
253,252
274,46
39,292
139,1
11,81
119,172
225,190
79,136
245,168
211,26
184,9
22,239
168,293
288,246
14,6
266,227
211,291
99,50
198,172
196,248
131,2
76,66
116,139
235,239
227,235
120,109
17,282
292,221
58,54
231,125
69,63
143,12
216,82
60,243
0,49
261,4
18,97
188,20
253,0
259,80
17,138
156,67
103,61
255,46
41,86
60,99
45,236
6,128
266,204
252,40
150,258
283,293
55,20
296,83
86,273
133,205
99,63
193,219
299,237
236,297
285,73
156,188
258,56
3,95
248,271
128,126
95,178
141,65
86,129
32,158
50,292
197,225
259,57
90,99
116,237
270,295
210,15
83,60
55,141
87,210
103,38
75,236
249,272
154,120
114,47
40,98
146,116
139,220
38,174
272,112
203,241
149,270
263,292
14,225
255,288
215,215
278,155
214,170
138,297
118,53
273,76
279,7
36,249
262,183
208,212
120,99
275,122
185,228
226,266
58,273
138,153
9,268
298,105
104,11
153,132
267,154
178,225
3,193
237,131
29,102
229,127
134,155
194,169
140,198
187,130
138,274
199,104
90,197
224,48
121,221
8,164
183,16
267,275
14,58
99,282
73,144
93,122
194,25
24,288
119,260
137,165
97,92
156,178
238,217
42,13
268,239
8,20
276,100
13,135
115,262
22,183
88,165
73,265
179,283
254,197
20,30
260,91
221,20
15,12
165,119
212,200
205,12
77,155
50,138
270,141
190,32
189,67
87,285
290,119
12,291
153,230
247,194
25,81
93,99
205,48
217,22
142,257
290,155
277,36
103,149
222,100
268,216
27,10
239,189
158,201
177,214
258,288
184,110
183,294
116,204
55,108
281,271
262,29
107,155
181,104
155,52
214,101
105,231
219,216
11,38
231,190
123,99
224,2
68,163
202,163
215,182
220,297
67,204
59,200
224,267
43,255
89,222
224,38
184,231
16,238
102,161
27,167
153,243
114,135
287,243
19,163
147,83
39,141
183,271
255,147
81,223
102,17
160,138
214,258
162,68
206,254
25,179
154,64
287,99
113,63
167,183
119,106
70,101
92,269
69,285
156,253
237,98
103,18
282,249
114,256
174,78
60,56
206,110
32,223
97,203
4,12
49,163
149,250
56,22
175,159
47,202
161,224
274,101
148,25
99,20
180,94
45,49
19,140
171,274
77,230
110,178
77,1
96,100
99,285
120,79
146,217
33,160
275,102
181,58
65,292
206,231
194,257
205,123
224,136
197,182
299,50
171,130
204,78
63,39
8,252
81,236
141,287
5,97
37,166
51,213
272,69
186,29
177,60
197,267
243,5
14,182
249,85
62,79
221,252
128,24
4,254
173,175
253,55
24,232
85,62
138,254
205,15
142,224
102,151
68,9
283,83
155,163
160,92
46,256
200,85
265,294
17,229
38,23
149,119
176,222
7,264
242,167
18,273
267,111
139,154
239,12
10,189
30,18
17,85
278,269
49,117
123,66
73,245
221,0
132,151
157,244
299,148
75,291
50,118
160,249
254,262
39,108
166,149
225,235
132,7
171,264
51,82
76,255
82,186
102,164
243,103
121,263
142,57
241,179
187,208
26,25
4,123
79,37
279,62
49,274
285,105
135,197
289,255
235,284
263,203
14,136
12,212
145,247
78,157
198,73
21,297
175,126
289,111
295,42
87,13
240,255
172,200
207,78
10,58
76,232
237,186
142,214
163,8
204,9
109,37
54,101
5,208
86,53
13,69
59,36
185,175
72,118
163,273
22,297
265,284
69,229
24,78
189,145
108,157
8,219
142,70
161,83
195,225
173,286
227,28
293,202
268,29
154,44
99,108
218,208
31,202
94,258
120,167
106,232
201,12
23,234
200,16
244,202
110,122
216,140
147,269
14,5
54,78
155,130
213,251
25,280
212,26
43,68
170,109
129,257
21,166
276,276
64,127
191,168
111,59
131,37
82,32
203,142
115,29
255,189
147,161
234,166
202,97
180,195
241,25
125,259
294,180
200,173
146,282
124,263
89,156
3,153
35,185
41,265
216,117
93,275
118,219
180,51
20,62
224,237
265,9
285,216
9,169
108,291
197,103
89,12
242,291
283,63
153,33
151,252
13,59
72,108
199,149
71,0
250,231
113,262
229,28
93,167
39,196
100,63
6,19
90,278
192,146
9,290
211,159
271,210
143,253
160,193
176,58
172,167
85,19
184,178
299,128
56,221
2,250
137,66
2,21
28,159
75,91
88,210
132,216
177,138
178,103
143,145
229,185
86,285
206,201
298,284
31,169
280,7
64,117
219,140
185,227
156,200
245,278
101,264
222,145
146,272
73,22
4,188
131,292
89,146
299,105
264,147
161,171
147,236
181,149
174,110
239,90
30,96
31,61
136,263
114,95
192,280
158,138
118,65
219,117
265,84
150,283
17,19
131,4
62,170
290,177
9,15
14,93
229,18
181,270
228,202
20,173
268,9
125,226
187,21
266,85
82,264
144,59
21,254
176,277
230,19
167,228
187,57
287,144
133,86
193,100
178,237
272,101
219,9
137,56
271,285
252,6
123,121
211,234
103,63
51,16
203,1
95,59
169,8
295,84
261,91
6,130
207,120
112,148
97,248
159,80
258,202
130,282
119,7
182,63
248,8
53,98
279,261
165,10
272,222
191,148
192,113
226,255
77,275
271,177
89,100
77,46
104,0
103,184
177,213
158,236
58,298
131,282
279,117
11,37
159,201
185,73
197,227
43,169
22,195
62,39
297,171
187,299
173,135
174,100
45,215
106,45
56,224
186,74
159,57
184,230
2,253
130,30
161,246
66,274
19,162
93,111
99,42
71,209
64,84
246,61
42,182
236,47
161,282
29,212
54,156
194,279
19,198
289,22
220,188
120,101
267,120
177,226
243,171
145,14
276,125
94,48
147,203
154,99
267,156
107,167
199,250
226,124
186,51
54,277
160,258
114,62
241,103
275,16
67,216
18,174
247,183
267,12
4,276
286,254
184,243
244,257
65,26
10,90
142,246
277,25
8,166
54,133
242,104
73,146
175,14
288,71
80,5
234,100
294,114
191,138
58,23
149,141
94,205
230,215
40,234
270,22
268,241
269,57
187,253
26,70
113,75
18,66
4,168
173,89
293,5
125,49
123,268
226,101
171,165
2,207
63,74
264,127
197,37
102,65
257,88
263,19
25,227
39,274
220,57
65,183
192,224
51,248
206,122
57,179
38,166
226,137
103,295
204,198
15,182
160,271
290,121
126,278
188,110
173,210
93,101
98,216
85,97
219,97
265,64
272,189
277,38
149,118
8,179
14,73
40,211
21,198
22,77
69,9
206,243
141,34
133,30
259,26
62,235
290,242
8,35
122,20
95,3
154,89
253,211
207,244
60,45
260,70
167,28
212,179
178,37
170,33
282,274
114,281
66,241
107,242
141,155
148,14
45,38
105,89
42,149
96,269
296,294
110,167
290,134
82,185
122,141
234,90
293,139
31,139
157,135
250,34
189,167
169,109
260,227
153,101
59,94
125,268
233,130
105,210
218,230
278,281
91,275
111,104
36,110
82,77
102,284
238,65
28,106
281,286
209,38
294,225
146,98
191,249
16,217
196,184
2,53
182,20
227,171
174,165
25,73
125,160
71,189
56,289
40,201
47,60
146,219
151,297
99,107
266,284
243,151
190,145
77,88
282,228
27,267
75,15
40,57
155,44
66,195
60,35
273,179
220,253
52,31
151,153
51,215
211,204
278,114
223,178
176,103
33,283
281,119
2,295
265,31
214,214
194,7
221,110
112,203
287,55
131,216
97,74
121,288
18,275
19,240
173,69
166,30
17,87
263,228
80,106
66,208
158,62
292,291
258,149
90,156
196,174
2,43
136,272
62,94
290,101
122,108
128,39
107,245
274,93
123,189
49,11
89,47
129,269
82,8
255,116
207,188
46,91
250,266
56,135
16,99
185,20
209,234
146,294
241,37
12,214
133,95
36,162
101,142
136,20
70,191
45,18
298,198
32,48
217,210
76,234
3,250
273,25
89,24
75,126
80,204
283,75
139,290
121,13
220,135
166,164
207,165
167,129
184,298
233,74
65,81
226,35
63,8
117,128
61,227
242,159
27,234
47,63
249,18
202,86
174,253
39,208
21,11
179,219
132,107
272,267
131,291
251,244
104,45
122,242
143,36
161,170
220,256
113,130
59,159
44,259
118,208
78,172
206,92
119,173
64,237
31,60
117,249
156,91
142,193
62,84
263,74
234,276
148,236
44,295
120,25
220,112
66,54
206,177
13,48
246,21
272,159
184,275
56,269
280,163
226,192
183,230
196,20
289,211
235,240
141,233
293,181
144,238
280,19
63,250
185,10
291,257
217,79
291,28
203,144
262,230
263,195
177,6
257,35
227,272
2,154
160,182
48,270
214,73
233,172
103,242
116,32
128,6
25,259
207,299
280,140
200,31
256,191
269,210
87,90
242,113
276,26
67,261
92,205
118,77
104,179
45,93
82,240
2,131
36,44
135,166
281,220
288,116
154,36
179,209
39,198
4,177
111,74
177,248
212,126
184,144
110,78
15,106
142,147
40,279
143,26
33,240
221,211
52,253
126,202
26,115
135,22
93,25
78,162
11,72
179,65
210,281
170,245
297,206
22,1
80,171
114,84
140,222
132,218
112,160
266,218
89,256
35,285
196,10
296,97
183,40
256,24
227,226
120,100
154,13
293,171
165,251
133,219
234,122
42,37
283,163
114,205
87,188
228,227
221,188
133,75
159,213
180,7
218,262
247,97
24,168
189,235
251,67
137,45
150,164
41,257
297,183
242,247
93,267
160,28
180,43
212,224
131,150
74,290
161,258
142,16
107,287
242,103
276,16
148,59
125,192
299,228
3,86
271,166
103,173
149,140
11,206
287,110
98,94
248,298
61,63
88,166
187,288
107,179
205,193
145,291
191,258
240,34
185,98
272,103
71,113
125,84
39,44
168,45
95,61
13,257
126,48
212,237
144,182
203,268
271,143
289,191
22,76
262,174
208,203
117,85
220,177
199,154
5,23
177,215
23,157
112,6
250,56
270,34
80,282
55,109
160,162
176,27
221,178
195,40
187,36
287,123
20,8
164,281
177,71
77,133
73,279
39,286
294,247
107,12
32,247
126,25
23,278
272,116
213,30
11,75
191,271
204,210
143,114
230,119
150,10
176,148
55,1
81,139
275,270
162,213
187,157
180,118
140,45
144,195
38,34
137,156
142,271
14,85
194,281
146,241
7,46
281,20
272,237
204,102
36,109
96,160
241,249
262,43
207,256
93,234
218,265
272,93
14,206
149,22
289,145
80,151
81,116
88,12
33,76
147,61
118,263
13,18
198,143
118,34
298,230
30,150
37,46
148,62
194,29
214,7
151,296
178,170
83,198
223,92
110,35
190,144
264,93
47,95
206,268
158,228
145,258
224,173
30,42
210,238
226,103
270,289
50,286
108,227
21,79
140,179
286,233
212,204
105,78
123,126
121,202
68,10
208,170
283,84
73,125
179,143
265,295
132,31
240,122
137,146
264,250
285,44
102,188
88,290
95,149
270,1
96,114
41,178
195,236
201,167
167,174
59,83
99,119
279,86
65,126
291,60
135,221
42,30
88,146
165,100
206,101
191,238
251,289
4,3
210,251
97,194
243,248
201,288
221,266
78,217
43,259
31,105
64,53
91,156
37,36
236,245
55,233
2,78
62,129
22,56
107,280
194,248
246,295
111,250
158,182
138,124
68,288
250,265
90,47
95,162
42,7
194,284
261,194
154,68
239,255
156,257
147,28
132,165
205,6
265,20
96,248
231,27
223,23
242,73
282,109
172,237
220,134
265,285
226,214
191,107
245,227
211,85
127,171
106,148
6,210
107,113
153,80
147,149
253,167
119,87
64,151
117,163
77,90
108,194
281,265
229,75
134,103
80,95
174,288
166,284
240,233
272,73
149,231
135,296
116,54
55,187
215,176
33,285
27,125
188,79
252,243
200,53
244,239
77,211
285,11
271,113
75,138
208,173
174,180
107,90
267,79
151,276
227,6
158,172
165,211
3,298
59,50
184,81
35,101
189,159
9,49
295,177
108,171
121,290
19,242
191,205
226,83
82,298
158,28
58,90
156,247
208,294
75,30
129,150
176,82
26,137
167,262
227,127
225,203
145,94
50,122
297,228
203,35
263,86
248,186
53,276
228,128
160,73
120,37
6,164
240,102
185,166
272,171
233,63
266,11
22,288
252,76
117,297
136,130
28,39
127,161
73,190
59,292
208,6
53,132
173,48
273,135
50,243
38,89
219,164
196,297
157,189
82,46
263,207
114,227
120,158
67,152
6,56
192,183
158,41
199,42
115,79
156,80
147,260
128,18
139,27
280,152
86,21
56,258
57,223
36,200
182,254
94,141
87,102
52,144
172,60
158,162
196,274
117,130
101,265
22,121
8,223
34,132
187,45
50,76
230,272
14,153
101,121
295,23
162,137
59,161
78,174
218,297
265,0
177,116
137,80
164,97
84,74
1,219
66,285
206,179
126,70
57,236
218,153
89,268
170,113
15,239
241,173
154,25
199,176
226,279
237,288
271,201
263,197
149,175
169,153
135,11
121,113
12,206
187,58
172,158
173,123
186,242
198,67
105,25
89,160
189,247
156,70
271,57
203,2
96,205
33,265
182,208
25,261
12,62
167,85
225,206
137,93
130,54
257,158
135,132
41,125
297,51
86,276
106,105
287,37
70,268
144,217
10,137
2,133
157,156
117,120
7,248
195,39
67,119
85,167
140,103
146,34
151,112
124,15
21,268
15,108
96,182
255,206
290,47
33,242
134,145
235,111
118,200
5,143
37,212
226,148
16,189
186,75
23,48
236,192
138,35
123,135
28,163
219,23
254,246
294,282
1,29
246,242
244,281
196,12
262,186
297,64
14,84
220,189
66,131
177,227
82,255
156,204
212,105
57,82
268,265
87,190
146,276
113,99
52,232
227,84
207,255
79,106
144,86
89,150
219,0
63,98
230,275
299,109
129,192
248,143
274,281
194,172
154,136
195,137
174,114
165,145
198,142
123,148
43,39
278,171
171,45
169,264
129,228
161,260
195,173
8,167
227,205
239,179
111,30
266,53
9,248
0,199
86,122
97,131
170,201
216,88
202,153
209,49
148,182
234,222
44,241
160,7
205,195
64,219
111,151
158,83
212,203
29,118
283,263
241,117
160,43
288,49
213,284
106,72
233,33
16,264
204,235
65,40
244,42
102,187
129,61
18,224
228,183
80,19
133,31
284,200
69,275
80,284
215,100
41,213
55,111
134,112
271,1
181,107
25,205
188,3
19,45
62,7
218,254
219,219
280,86
191,8
156,279
36,134
23,15
238,89
222,224
255,29
12,271
5,146
158,96
77,171
252,23
26,205
267,268
179,155
165,220
244,284
110,204
117,100
35,110
248,254
109,96
80,261
269,48
176,6
146,243
7,48
261,193
232,166
205,149
131,263
17,98
245,105
21,248
236,136
8,278
47,120
249,75
154,103
260,84
92,128
51,239
184,211
104,102
105,67
130,11
168,266
29,108
176,127
140,204
153,223
118,265
53,56
184,247
46,17
219,88
55,245
290,148
154,224
293,153
280,220
86,89
158,194
184,103
299,53
143,214
181,97
167,199
180,218
293,9
11,31
166,54
165,89
186,32
83,285
277,150
243,8
14,185
120,203
296,20
294,239
46,174
84,286
244,238
10,71
204,202
269,182
169,244
61,153
117,54
47,218
109,50
22,45
277,6
146,197
140,37
200,88
17,232
272,193
177,184
231,75
284,167
161,96
52,189
53,154
45,150
258,294
10,192
31,46
17,88
245,95
62,239
77,102
143,47
103,11
21,58
187,90
261,39
220,38
266,154
83,298
171,2
8,124
113,177
141,159
172,226
20,98
71,180
190,280
142,240
0,156
20,134
121,37
141,15
213,120
118,111
50,242
16,100
217,90
129,34
196,67
135,200
281,254
207,225
268,55
25,185
5,90
246,153
64,176
266,131
51,206
269,136
283,220
209,271
95,20
7,136
87,16
73,81
213,241
132,167
178,283
200,42
164,119
170,50
117,44
162,195
288,271
148,260
121,14
165,200
286,81
18,1
272,183
63,189
49,254
250,15
101,35
256,58
113,275
126,128
273,147
65,118
110,269
131,63
54,225
94,32
114,10
221,222
140,148
158,282
273,3
149,233
210,63
115,91
42,107
10,38
102,121
136,34
14,8
13,229
74,59
219,297
299,177
219,68
3,264
9,195
28,208
109,282
231,42
150,54
135,154
194,240
223,38
181,41
206,214
70,61
156,213
207,215
193,280
152,99
226,85
243,217
178,8
203,181
290,69
66,212
241,64
159,260
25,31
44,44
198,102
16,211
210,76
88,236
162,185
48,163
95,95
195,182
139,281
275,62
206,191
132,13
259,203
225,61
124,158
82,12
281,221
173,279
93,170
44,165
144,252
165,46
138,178
82,277
75,238
183,100
41,16
73,48
152,112
64,228
177,285
219,22
278,108
127,284
162,162
261,284
288,238
25,273
275,39
200,274
92,183
280,154
151,3
131,174
109,272
84,99
160,88
214,208
172,291
261,140
78,284
72,124
212,284
5,34
218,178
204,280
65,85
170,138
271,190
222,148
182,112
102,3
227,263
18,269
48,32
191,197
252,176
218,34
278,85
230,45
67,167
207,290
199,286
233,199
11,86
30,99
299,144
91,115
97,9
43,38
3,2
143,125
128,262
229,165
80,185
33,110
37,260
151,245
112,174
25,65
259,193
150,286
116,144
156,180
7,237
67,288
288,107
274,172
19,211
5,47
237,290
212,117
9,54
249,35
189,249
245,150
9,139
160,42
265,244
138,289
97,22
84,89
222,282
235,221
188,146
234,113
245,271
217,60
257,245
248,276
21,5
160,163
80,54
52,221
166,243
213,175
4,181
24,159
212,130
252,166
203,161
230,264
210,20
295,244
73,280
168,23
99,189
118,202
200,241
11,76
212,215
137,72
238,124
29,130
284,91
283,275
143,115
148,230
55,2
96,40
127,107
188,123
18,200
112,164
199,132
145,161
224,76
91,190
42,185
271,157
163,66
208,217
74,137
79,252
200,133
186,198
198,23
143,236
255,185
241,250
235,90
193,93
135,268
28,142
222,7
154,138
100,167
99,22
152,177
205,40
24,28
68,214
87,84
188,136
148,63
207,149
199,145
51,130
77,268
56,96
22,103
69,35
42,18
270,25
229,24
281,34
153,114
272,251
64,185
125,52
10,214
116,232
96,174
81,274
282,264
173,128
205,197
31,273
219,244
177,98
84,56
223,214
115,123
283,265
43,18
284,81
136,66
269,181
182,33
33,90
79,206
138,292
35,279
56,73
82,211
212,61
17,2
182,69
40,214
19,191
100,265
113,55
245,274
70,93
49,70
103,190
229,266
55,113
242,205
81,22
234,201
99,156
233,156
225,152
299,101
116,245
231,195
277,162
290,281
29,97
209,293
183,155
114,55
140,193
12,273
33,67
85,257
166,102
221,38
43,260
256,224
290,137
8,159
67,245
109,62
27,172
13,274
173,226
18,203
254,71
165,222
5,4
219,113
244,286
76,293
98,52
256,260
149,134
214,263
267,126
167,188
18,59
164,262
115,257
291,74
62,251
296,189
54,247
48,87
208,76
293,263
201,37
260,86
31,263
137,281
198,111
64,31
263,277
114,297
290,114
41,84
87,51
267,247
126,271
228,139
295,80
25,76
67,222
226,215
196,223
231,64
263,133
149,111
183,24
268,211
100,255
111,264
44,174
57,293
284,192
204,83
42,250
7,292
281,266
147,186
200,198
92,107
217,138
270,293
292,52
161,206
41,61
181,184
113,166
286,237
70,204
200,54
124,95
291,172
76,18
88,258
202,14
20,123
31,132
226,228
59,51
3,299
51,110
28,243
243,131
75,175
189,160
176,227
93,192
158,209
279,90
224,154
30,23
50,267
65,130
274,240
26,138
113,143
206,105
137,271
199,66
212,185
250,148
189,52
101,168
102,133
7,161
8,126
221,270
88,6
296,35
188,93
273,280
79,186
56,282
251,149
264,231
291,185
238,179
49,14
167,155
213,122
186,168
99,100
280,32
98,55
110,258
80,266
96,131
128,163
32,195
167,11
137,248
72,2
84,242
277,142
183,135
284,38
21,73
12,253
173,170
93,61
179,101
105,72
76,237
249,165
247,241
38,247
111,231
212,283
89,63
230,188
175,252
216,253
270,224
116,166
247,277
99,113
174,27
46,107
193,40
164,242
291,54
262,256
238,48
284,15
228,263
19,269
194,121
260,295
214,99
151,159
79,140
124,291
161,209
147,274
255,73
74,61
221,80
166,144
64,276
112,173
185,157
192,53
240,93
97,44
238,169
48,188
175,229
94,155
15,11
161,65
7,7
287,290
13,87
45,119
70,63
278,241
166,0
63,24
131,42
156,215
288,142
3,158
89,161
50,90
284,28
264,162
61,99
134,169
261,273
213,233
158,297
17,178
91,127
231,250
108,296
204,4
148,252
154,183
221,93
153,38
52,135
99,67
97,286
218,167
123,195
197,144
84,124
17,34
89,53
278,218
8,214
281,223
282,188
162,43
242,152
249,11
40,17
79,274
173,52
226,293
265,135
222,173
155,269
80,89
221,214
153,159
53,221
152,114
252,201
31,53
204,161
91,104
64,1
196,157
117,242
62,77
290,84
53,257
25,275
201,92
146,156
60,116
92,185
294,54
267,37
51,296
212,21
70,17
162,20
172,293
89,295
250,249
71,18
56,118
245,54
101,269
62,198
3,112
238,15
68,92
208,252
255,184
264,296
214,295
195,53
200,168
185,268
4,193
124,258
218,36
219,1
91,81
90,116
269,118
142,163
201,249
122,68
282,57
39,299
287,172
252,34
28,177
243,65
298,1
43,40
94,122
21,138
95,87
255,76
214,187
246,256
147,97
179,166
213,79
198,179
212,263
3,269
165,2
178,121
277,243
116,146
271,169
142,55
242,142
209,194
234,138
100,287
79,264
219,158
98,97
258,86
149,179
269,95
7,95
146,290
12,210
232,213
252,191
137,61
271,290
154,150
180,288
60,106
273,250
221,60
45,243
12,66
163,235
75,122
143,140
96,65
81,165
47,23
33,125
187,183
120,93
53,103
293,164
134,28
205,88
280,2
251,204
83,211
104,5
108,155
257,18
19,46
259,64
189,228
236,160
101,115
263,34
134,149
227,111
268,112
293,285
160,21
254,214
255,30
219,256
138,268
117,245
292,97
224,42
68,203
29,132
104,126
297,32
27,171
181,229
71,214
10,118
266,44
196,245
82,223
101,236
35,291
109,97
283,133
248,26
234,128
48,1
120,106
6,233
141,49
279,279
23,173
97,122
212,109
197,209
143,238
230,243
248,291
264,119
270,50
101,92
1,154
156,28
162,108
127,1
145,284
279,135
12,20
71,106
2,235
156,293
76,184
217,160
234,249
80,154
33,79
5,160
247,188
51,276
186,92
58,172
89,239
24,30
35,268
230,135
264,11
7,206
26,219
100,254
100,25
199,147
30,189
299,234
177,208
83,201
75,197
196,78
44,209
159,196
130,169
251,50
256,128
283,2
199,268
86,211
107,5
261,63
23,271
238,116
243,45
43,20
1,23
107,270
93,106
199,124
64,79
38,27
110,195
196,235
28,242
142,264
231,76
223,72
94,187
169,101
213,144
272,230
63,236
192,121
38,63
115,246
175,297
264,109
96,153
156,18
128,185
263,1
33,213
153,129
282,14
268,79
93,227
219,223
225,154
226,119
91,74
156,283
122,290
14,199
189,51
12,275
13,240
221,40
72,289
179,123
79,185
207,105
212,220
97,233
46,8
224,45
124,107
133,156
211,75
170,74
65,21
242,99
134,8
153,250
154,215
267,272
71,217
272,207
247,34
82,226
202,291
35,114
135,201
27,259
8,17
227,55
213,157
170,195
16,137
292,41
95,21
294,230
38,161
178,55
164,120
285,1
189,64
162,196
181,209
220,137
224,287
240,115
131,208
291,197
82,203
98,31
29,197
129,284
196,45
169,91
154,228
146,224
195,0
132,289
13,109
177,211
279,79
171,137
189,185
230,223
108,197
8,259
262,26
73,239
179,257
253,206
274,0
39,246
194,120
11,35
139,184
76,164
183,147
14,189
127,66
286,239
287,204
138,261
97,43
212,30
102,158
203,61
19,160
45,298
11,156
26,19
172,73
57,272
38,30
92,1
237,239
245,63
196,58
41,184
7,42
276,87
8,7
107,129
83,266
128,188
255,229
289,105
293,255
26,140
267,203
246,180
286,216
93,50
258,154
204,183
142,208
106,285
88,8
172,230
34,37
